Reasoner,o1 query1,o1 query2,o1 query3,o10 query1,o10 query2,o10 query3,o100 query1,o100 query2,o100 query3,o1000 query1,o1000 query2,o1000 query3,o500 query1,o500 query2,o500 query3
MINS,35,27,23,72,61,59,952,820,818,9776,8179,8182,4503,3825,3822
